model,mean_confidence,median_confidence,p25_confidence,p75_confidence,min_confidence,max_confidence,band_macro_f1
Gradient Boosting Classifier + Gradient Boosting Regressor,0.4905901588996853,0.42421380041857104,0.3508473303422626,0.574827834010478,0.2245663459097806,0.9970121805445612,0.4696479573179917
